ibanSource,amount,transactionType,companyName
DE65304043392095361284,578.71,withdrawal,Gusikowski LLC
AL3805098003195485Z0217073E3,190.99,invoice,Little - Wunsch
BH55KTMS442241Y4802AQD,216.46,withdrawal,Bergnaum - Larkin
GB90HSXN78062610040620,890.87,deposit,Stehr Group
GR470759068K389967396285849,349.64,deposit,Parisian  Bayer and Rutherford
ES7500178070793400407918,828.42,deposit,Langosh - Dach
AD9100258315E3P64Q1981PF,572.78,payment,Rutherford  Reilly and Pacocha
PL80189493890170036701200201,884.01,deposit,Keebler - Bashirian
PT49843089782021007273834,139.14,payment,Zboncak  Mante and Kling
LV69IAPY0RU9023U7964F,243.26,payment,King  Klocko and Parker
FR28900400384259VH52792T149,383.14,invoice,Jones - Quigley
GE92OY2900904030690522,825.89,deposit,Hirthe  Lehner and Pagac
PS580156148769292800604748497,909.12,withdrawal,Hilpert  Aufderhar and Dach
GR14158189876498O0576QE2251,824.01,deposit,Towne Inc
GR430100615Y400X89401849574,24.68,deposit,Conn  Hagenes and Beahan
PK5141652085002060098021,896.06,withdrawal,Hansen Group
LV42PFGUB56244FC546HO,351.29,withdrawal,Frami - Leffler
AT380022010017060015,94.94,withdrawal,Kirlin Group
GI11NWDJP92940082166154,148.94,payment,Stoltenberg LLC
PL25010099874860190909024020,183.81,invoice,Kunde - Legros
LI408300565N6Y858K608,644.62,deposit,Hackett  Schumm and Howe
SI34380483100481807,141.87,withdrawal,Barton and Sons
PS699289006031382909500509303,233.62,payment,Zulauf and Sons
LT100778287010040032,15.75,payment,Huel and Sons
QA04FSQY1WV249U4B5955451X8C1E,362.59,invoice,Johnson - Hodkiewicz
AL242002680872403S08842I639X,563.55,withdrawal,Cole Group
HU72900968090214050930046940,110.88,invoice,Bechtelar - Rogahn
HR3430830348110082654,648.97,payment,Wisozk - Breitenberg
AE110218207605133067001,514.40,payment,Jacobson - Gusikowski
BH49MXLI454Q4F2L5P4T19,320.54,invoice,Leannon - Ortiz
JO53TZBO5601071822500708707667,19.25,invoice,Rippin and Sons
VG763G402020070857060099,562.33,invoice,Rippin - Beer
MK14582X6NF7O026654,542.33,deposit,Feest Inc
FR42009093376660134Q1756696,101.88,withdrawal,Thompson - Hintz
MU03AZGR5822160700707007084MXG,61.94,withdrawal,Walker  Gutmann and Rau
AE780473367088930050042,419.74,invoice,Leffler and Sons
DO26HJVT62904306507074524677,848.57,invoice,Rice LLC
CZ5200950060075004003003,307.00,payment,Ebert - Abshire
TN5000879540060160700240,946.92,deposit,Bartoletti  Funk and Green
PT45539003620050015930590,226.23,invoice,Turcotte Group
AD206300917619N0091423I1,921.73,invoice,Moore Inc
QA69HTNB17927H552137R31N21589,456.18,payment,Morar  Zieme and Rolfson
JO66HFJF9547002033010495253204,700.28,invoice,Carter  Collins and Kovacek
MC630602594867765864864UX83,295.06,payment,Quitzon LLC
AL63056097951FM995120092984X,236.22,withdrawal,Kerluke  White and Grant
PT76400844076603200600762,535.55,payment,Morissette - Lesch
XK960822707040025071,215.85,deposit,Bartell  Lemke and Koss
MK27934008V04384103,360.84,payment,Schmidt and Sons
RS21537455209022007039,534.67,deposit,Davis Group
GL3001787684090059,221.85,payment,McDermott - Friesen
KZ95062008TX15TK0964,764.36,deposit,Becker Group
CR9008903800400310156,699.68,deposit,Block Inc
RS88475533800255244506,754.83,deposit,Howell LLC
LU569197V0H844742534,294.58,deposit,Waters - Stracke
NO3334204830862,403.48,payment,O'Reilly Inc
MU69SQSC4587990082103899958LPW,703.95,invoice,Legros LLC
HR8110890070084535286,851.62,deposit,Hartmann Group
SI68006984040030521,249.89,deposit,Romaguera - Bradtke
LU06005H56164188704U,558.78,withdrawal,Reilly - Wolf
MD059828C036759U2622Z992,470.62,payment,Walsh and Sons
PT47040342521009727235820,957.17,deposit,Medhurst LLC
GB85RHRG17095000170001,436.02,payment,Schowalter LLC
BH27WKGY88829IA5607732,417.49,withdrawal,Huel Group
MR9000200686230393000655007,31.04,withdrawal,Mayert  Bins and Rempel
CY35400010594O20S34L7094121W,453.73,invoice,Treutel  Rippin and Gislason
JO70JOUN9014143469181006592118,106.87,deposit,Heller LLC
CR8705408790067701095,40.52,invoice,Kertzmann - Tillman
QA28QRKY080KV4YXF814031726VS2,823.34,invoice,Stokes - Funk
LI658179866119378I271,198.88,withdrawal,Hand Group
DK3893030090020058,356.28,deposit,Gibson and Sons
CY17500110589035Q619WLY17829,201.31,payment,Becker Inc
IE5177UU41309270070039,849.32,payment,Green - Torphy
BR9500078205002439420201287S2,655.75,payment,Rogahn  Robel and Lesch
BA900067626529686696,359.49,invoice,Rogahn - Baumbach
BR3761096170909330276570693Q8,980.93,withdrawal,Johnson LLC
BH73ZQVY603W0WN9201514,100.28,payment,Hudson  Collins and Zemlak
PS39A69J350206838200208937389,680.93,deposit,Bartoletti and Sons
SK5200245904363600584595,331.92,payment,Walter LLC
AD34693005663H0J1J1CA779,243.12,deposit,Labadie Group
FO4156000960729157,156.29,deposit,Mayer  Schroeder and Stokes
PS4815G9901002062900504828104,154.02,deposit,Bednar and Sons
BE54361050032645,669.89,withdrawal,Cremin - Beahan
GI12JDTM98569Y213K517E1,321.18,payment,Bergnaum - Skiles
CH023631590IT245Q948F,424.27,payment,Schumm - Lueilwitz
DO57WUCB65992400548532095016,340.92,withdrawal,Legros Inc
RS23026060396908284084,385.92,deposit,Jacobi Inc
AL7850005676722834OU6P497104,901.13,deposit,Nolan Group
GR6800160830618U0141516U226,213.06,deposit,Greenholt  Harber and Keebler
DE29140800436380806301,512.72,invoice,Kovacek  Graham and Friesen
BH03KBOPC43P05212G22U7,742.54,withdrawal,Renner Inc
ME88425060904056729224,810.27,withdrawal,Kilback  Veum and Graham
LI45107808279Y91A7354,561.36,withdrawal,McCullough Group
CZ8400793508152747040073,246.04,withdrawal,Nolan  Schultz and Fadel
MK5222037273596G371,665.86,withdrawal,Weimann  Rohan and Schroeder
BG51HQKM4475234V845181,601.46,deposit,Davis - Jerde
IL911850040450058031021,60.38,payment,Rodriguez  Marvin and Mills
QA48KSTJ18S36M15L33P745S74932,245.54,deposit,Weissnat LLC
BR4020032289444190710061734U4,474.32,invoice,Bechtelar  Jacobs and Armstrong
DO62WSKU02885920070408310620,190.04,withdrawal,Kutch  Corkery and Bartoletti
GB61JJVI03005600230795,956.84,deposit,Morar Inc
TR5381009971S82041101Z9263,572.28,withdrawal,MacGyver - Hessel
HU95709002428464906990700727,674.85,deposit,Kohler Group
LT030792757321089286,282.13,payment,Dare and Sons
KW38AGDB37600240391L8K2RL2E85B,762.40,payment,Altenwerth and Sons
DO68IDGP06330190022047933860,572.13,withdrawal,Gutkowski Group
IT97R61901406080426019UIM62,462.98,payment,Hayes Inc
AD900050300161946W3282H4,802.79,deposit,Marvin LLC
LB72922947T18O68250945HL2247,908.23,payment,Kuhic and Sons
FI1189002690053004,544.42,invoice,Walsh  Purdy and Mills
AD9033028002522951300561,162.72,payment,Parisian  Reichel and Gerhold
AT623295100634305633,499.31,invoice,Stracke Inc
GT4802DK514A5729945P167414PV,770.42,invoice,Cummerata - Williamson
CY5260071809J03Z0019FO97T758,521.61,payment,Weber and Sons
JO47NEQY0509078415830058450544,50.72,deposit,Lang - Zboncak
RO94JTZI230571P5M68566AH,163.21,deposit,Hickle  Hagenes and Kuhn
RO36JNUI8263Q347057XB058,512.71,deposit,Rodriguez Inc
MC0798400461945380331A41393,60.16,deposit,Rodriguez  Hirthe and Christiansen
SK3206041200880575020780,322.72,deposit,Davis  Krajcik and Emmerich
MK79070IG0H97145D98,258.89,payment,Wiza  Boyer and Gislason
IS676690245691002450050833,333.75,deposit,Upton - Hirthe
NL19FQXV1030080063,633.90,deposit,Hauck Group
GR523634170138JX5601E95071X,193.56,invoice,Schneider - Braun
LV10ZSRU499H7048263V4,855.74,withdrawal,Rodriguez Group
HU41104068999358300605720018,624.47,payment,Lynch  Trantow and Frami
RO43PGMX7V6F671454461115,651.27,payment,Kreiger - Ebert
PS97R35V970093402076040079874,467.53,deposit,Lowe Group
RO58HOLA69868Z5H4893945J,156.41,deposit,Wintheiser - Spencer
TL442012200200800802347,826.12,withdrawal,Harber - Hudson
GE54920030050501050382,414.76,deposit,Collier Inc
AE802117504840663010084,813.60,deposit,Turner  Mills and Bogisich
ES8170076097965039500481,836.52,invoice,Ryan  Medhurst and Balistreri
LT927096268109097571,926.84,payment,Goyette  Legros and Doyle
GE12335620038497072147,780.81,deposit,Stamm Inc
FO2703270200320867,186.55,payment,Eichmann - Torphy
AT160300280699307201,693.08,payment,Abshire and Sons
MK82003CR13OYKP0176,187.56,invoice,Tromp - Stokes
DO64IHDF42005300870070995101,1.09,payment,Grant Group
SA4565818811708NO4361862,965.85,invoice,Hackett  McLaughlin and Witting
BR7210451090032580067008521C9,690.56,withdrawal,Schowalter Group
PK88123G0090980181800115,726.61,deposit,Bosco  Kovacek and Orn
CR3462860066056110485,293.28,payment,Swift  Lind and Hauck
GR048930109131492H8L9141212,117.02,payment,Kirlin  Mraz and Kiehn
CZ8510017072823615368799,567.72,withdrawal,Weber LLC
AZ41LQ9356001416378053965532,273.10,withdrawal,Casper and Sons
PS540RR3003388006996005606062,10.15,invoice,Mayer  Casper and Koch
PL50800429127072550068067753,288.88,withdrawal,Auer Inc
MK40008F59359615J05,417.17,withdrawal,Osinski - Roob
ES6668007800371850450014,35.96,withdrawal,Cormier  McClure and Gorczany
JO18ASXS0218004201003006800568,428.01,deposit,Fahey - Blanda
SI63720159931770636,871.50,payment,Turner Group
VG717T060839690040900563,537.77,withdrawal,Kautzer - Nienow
CZ1605072320261001493050,543.40,deposit,Herzog and Sons
IT64W07364043435O47H1F6968L,867.87,payment,Howe  Cummerata and Koelpin
AT815869563570024255,119.13,deposit,Hermiston  Crooks and Hintz
XK200081068436700561,914.84,deposit,Boehm  Lehner and Brakus
CH3146863D42393F42158,208.60,invoice,Marks Inc
IE53458205021303090079,606.60,payment,Dickens - Reichert
TR21386856C0875T64ZYU2QV5M,66.16,deposit,Roob - Boyer
LV48FPDA9U57856Q065T6,784.80,invoice,Sanford Group
MD04G742U0LS1E07K18R1960,614.24,withdrawal,Reinger and Sons
LB5774865U09883982Z06333J0N5,713.64,deposit,Hartmann - Bayer
VG86F3932600500560095000,619.49,payment,Lowe  Fadel and McCullough
MU41FJMD4024134900190952903MCC,907.36,withdrawal,Hettinger - Christiansen
XK524241043678003047,715.44,payment,Heidenreich  Schultz and Schuppe
PK2446600756164800709403,894.83,deposit,Dietrich - Runte
MD32954202CC30172D585973,453.17,invoice,Konopelski  Lesch and Abshire
GT33232O0R71C1689B442721D419,386.22,deposit,Kozey Group
FR180950094107591C9K604K989,257.53,withdrawal,Mraz  Runolfsson and Torp
CZ5522780855269370075409,382.92,deposit,Wintheiser Inc
VG2442W90016200590090775,229.38,withdrawal,Lang LLC
GI30OUUM0357B6307U711U8,220.45,invoice,Nitzsche Group
IT27R200560081338805927W833,365.20,invoice,Friesen  Halvorson and Cummerata
GL0700659005052583,786.72,payment,White - Barton
IE66450952082969001565,307.12,withdrawal,Olson - Hyatt
SE6552100435520604190396,678.42,payment,Fahey Inc
RO44LVIN6G23K75070358760,502.12,deposit,Nienow - Jacobson
MK175976693R3L56898,870.22,invoice,Fahey - Greenholt
XK074003050016000704,170.68,withdrawal,Zieme - Spencer
DK1900512001007670,957.53,payment,Howe and Sons
BH75NXXQ01861E80623LDE,346.69,deposit,Kilback  Marvin and Reichel
EE043459004096154730,110.90,invoice,Howell and Sons
ME92796603928088080093,913.55,invoice,Shields Inc
AL79000580273665511938718608,470.37,payment,Thiel and Sons
AD5850200689Y18408833784,938.22,invoice,Torphy  O'Keefe and Spinka
IS130296960900596200117145,823.40,deposit,Huel Inc
LI1605109927211152G85,105.46,deposit,Feeney  Bruen and Grady
GI82WUGD4409195I462NO88,380.28,deposit,Waelchi  Lakin and Schultz
MR7839004600160047694006042,847.29,deposit,Koepp  DuBuque and Boyer
KZ28556375Q91894C441,467.75,withdrawal,Gottlieb and Sons
XK510049007051002480,812.34,withdrawal,Goodwin LLC
IT56V804888050504Y916369721,503.01,withdrawal,Rempel  Gleichner and Bogisich
NL53OBCQ7900400475,125.70,invoice,Beier  Jaskolski and Connelly
FI9575001051180253,763.79,invoice,King  Heidenreich and Langosh
NL18RQYK0040053982,24.66,withdrawal,Grady  Schmidt and Wuckert
FO2607793290060592,322.28,deposit,Kulas - Bergstrom
LT026903300232815054,306.66,withdrawal,Rath - Wuckert
SA40230655932821349V1IZU,718.93,withdrawal,Hand - Johns
RO63KLZT3N05ZM36U384177R,545.57,payment,Abernathy and Sons
AL075710006556472H7244072132,374.74,invoice,Stiedemann Inc
PL21007900644490300910800308,687.34,withdrawal,Corwin - Osinski
FO7201284200653264,79.49,withdrawal,Mayert LLC
QA77WHLX950559R258825J302L6H7,509.15,payment,Keeling - Barrows
IL710078578000655788592,532.43,payment,Goyette - Fahey
HU63867631536009597703520052,595.43,invoice,Swift LLC
GR90399908228160913394110I2,370.42,payment,Gislason Group
BE20864477719904,385.05,invoice,Quigley and Sons
AE258145535070020060001,456.63,payment,Funk and Sons
KW35MYVD95U4F08E4HHD6R940S3440,32.38,invoice,Stokes - Bernier
VG64N9047055004145001981,193.58,deposit,Howe Inc
MR5600390101963208805200107,55.11,invoice,Lubowitz - Abbott
KW29QBZJU144220553LR60U81JA106,215.74,invoice,Rowe  Jenkins and Hessel
DE07697043601537109487,38.69,withdrawal,Robel Group
SI16500978071857881,816.79,withdrawal,Greenfelder LLC
NL09FOOA0469021412,596.11,invoice,Heidenreich - Bruen
AL95069177419PT3894NC0YGG9U5,788.91,withdrawal,Veum  Johns and Barton
LI1400588459K0885650U,395.54,invoice,Witting and Sons
NL65KKLM8008690770,85.16,payment,Kling Inc
AZ88487460027607010322819651,116.34,invoice,Kirlin  Wiegand and Bins
AD239908451518O7303K36RN,529.00,payment,Welch  Altenwerth and Tremblay
AE730903003760049707290,503.25,deposit,Romaguera - Towne
CH3307027263V39528389,508.59,payment,Goyette - Altenwerth
IS670010080630065008726827,474.01,payment,Lakin  Predovic and Baumbach
GR7470093352470608632010764,765.24,withdrawal,Schaden  Herman and Blanda
SM08H3099743368099F45I3753G,387.42,invoice,Schmeler  Morissette and O'Kon
AL24530022839B43R54CA47A9046,216.34,invoice,Jacobson - Turcotte
BH97WFKY76085N64642C66,807.09,invoice,Denesik Group
RO81LHQU398AS61H074O2207,969.37,deposit,Macejkovic Group
JO84EDKT8457969058004700790724,817.39,payment,Huel - Mayer
MD83B39982J649KJ72933388,233.57,deposit,Price Group
LV29XRBFW94BS6130BS0R,59.35,payment,Heller  Stark and Mills
ME27346630690013720022,477.82,withdrawal,Pfeffer and Sons
ME98007050060404060718,78.68,payment,Stokes Group
GI50WKVV77P8P6481E69278,128.87,invoice,Renner - Wisoky
RO68YINUL5L89Z129XET516V,468.67,invoice,Glover - Zieme
MD89170WU174Q75G8306755A,875.29,payment,Carter Inc
ME44662266223309599371,50.02,payment,Labadie LLC
AZ233V8112008950709001977009,562.00,invoice,Crist - Carroll
IL250309480029161270440,302.09,payment,Ritchie - Hudson
XK840091093654574027,521.88,payment,Rohan - Mohr
PK7328S19810693738075001,765.97,deposit,Wunsch - Mayer
IL160040840001010040040,917.81,invoice,Ebert - Wehner
AE110078090038072301060,989.95,deposit,Grant - Okuneva
BH80OYPI8130J308U2NNQ8,740.89,payment,Shields - Hayes
RS34489354724058004069,782.15,payment,Koepp and Sons
TN3970086091800630050819,758.83,payment,Purdy - Schiller
MK8653544577Z684799,630.26,invoice,Kilback  Hills and McCullough
MT36LNBA52811U5NR9SM23S261PA81O,447.87,payment,Cummings - Hand
VG2049155002907310180002,100.18,invoice,Langworth - Smith
FI4300675590100813,319.15,invoice,Hodkiewicz - Barton
FI0500032902005034,664.14,withdrawal,Bauch - Hamill
LI0525062O0491638D110,987.35,withdrawal,Schulist Inc
SK6520053570016268432161,676.21,payment,Botsford LLC
MK91013597815554608,152.81,payment,Schowalter  Corkery and Dietrich
NO3314185700523,260.10,withdrawal,Bogisich - Ward
BA936754396570729642,38.49,payment,Lang - Schneider
BA696923727020500277,113.55,withdrawal,Howe  Mosciski and Heidenreich
MU97PLKA6060800600456042060CNN,940.63,invoice,Kulas  Hintz and Reinger
FI7528004200709040,484.78,withdrawal,Breitenberg and Sons
PS65070M200902746005007810688,593.07,deposit,Wilkinson Inc
LU965732E40345FG0WQI,156.68,payment,Walter Inc
AD17043665640823S1O246PT,577.38,withdrawal,Gibson - Daniel
HU17103493210700455700064007,896.05,deposit,Hills and Sons
CY2007909096688O646744207963,624.16,payment,Quitzon  Volkman and Roob
GL5907884330038558,592.62,withdrawal,Kessler Group
HU93004600020404008020048628,470.25,deposit,Windler  Swaniawski and Little
GI57XIAMU3319E35086J0O4,237.81,deposit,Bradtke LLC
MD25074608820672C78982C3,514.59,withdrawal,Upton - Graham
NO7200616790607,965.17,invoice,Brakus - Botsford
GE942Z3300650055992004,974.15,payment,Zemlak - D'Amore
BA130665826339836059,64.61,payment,Rowe  Schaden and Wolf
ES1792503006470090070753,492.06,invoice,Koss  Treutel and Gutkowski
PS552720905002062008003800701,942.69,withdrawal,Konopelski  Marks and Crooks
TN9009530495584739005001,959.23,withdrawal,Eichmann  Bednar and Hansen
RO60OYHBR38I0F281935P427,436.12,payment,McKenzie - Streich
PL31412903130060091019840061,509.30,payment,Pfannerstill - Smith
MD963808R969UY756118D589,60.74,deposit,Feil  Weimann and Medhurst
RS52836842037468700026,449.83,payment,MacGyver  Rodriguez and Hyatt
PT52330200090624502900764,323.47,withdrawal,Funk and Sons
MR6509080290038080960050133,106.17,invoice,Pagac  Howe and Cruickshank
AL7479002052738742420R61NX9P,195.92,invoice,Block and Sons
MK27354J30H54908085,639.61,deposit,Wolf  Sauer and Bergnaum
VG23C2578264215090200951,546.71,payment,Lesch LLC
SA629697515800139RQ3292H,412.10,deposit,Feest and Sons
XK110981219560026053,324.24,payment,Fadel  Mante and Rutherford
MC224315040079183740J182633,175.38,deposit,Gulgowski Inc
PK51N7979990023005233037,653.58,deposit,Heidenreich - Reichel
GT20944407488G548Z8589G57698,880.36,invoice,Murphy - Trantow
CH87189181062828KDE75,540.91,deposit,Ullrich LLC
DK6400276008108203,87.09,withdrawal,Stiedemann  Green and Harvey
KW95IVWG294285433305P81K476973,699.85,deposit,Bruen  Romaguera and Rodriguez
LV58CVOL5WS6IEF716763,103.75,invoice,Purdy  Barrows and Zieme
VG172E830790094007001051,233.65,withdrawal,Weimann  Jakubowski and Runolfsson
BE49007060070012,819.63,deposit,Blanda  Kshlerin and Beahan
NL34MUAI4815090095,492.69,payment,Rowe and Sons
BR6123316600300030389000818T5,749.29,deposit,Wunsch and Sons
SE2800570391509442092151,998.42,withdrawal,Nader - Dicki
PS713569208080018800790046428,862.60,payment,Hoppe  Wolff and Jast
TN2900548806020600148008,537.34,invoice,Roberts - Rogahn
MT21ABBY092904P12W371185A6C9888,418.45,invoice,Schultz  Stehr and Reynolds
NO6200292009276,752.97,deposit,Metz Inc
PK7075FT8923026003649137,159.09,payment,Herzog - Nicolas
IL850094386070077036677,258.17,invoice,Kuhlman - McClure
MD1848N29780M78448I42641,94.22,payment,Rath  Bernier and Parisian
MC307253113004GA81592294M87,104.56,payment,Walter  Casper and Swaniawski
IE30796039359636229067,720.04,payment,Smitham  Cummerata and Renner
MT17VMBS0095053TFB0758477849P33,73.05,invoice,Raynor - Maggio
MT33YZLP40756983S9R40433WK264J7,856.00,withdrawal,Abernathy  Feeney and Leannon
SI24903491103007150,729.07,withdrawal,Hand  Kiehn and Zboncak
TN3008581600459941071432,67.06,payment,Erdman  Tillman and Schaefer
IL930108798500100102009,735.92,invoice,Kreiger  Wintheiser and Pacocha
PT61000252511051800400620,630.08,withdrawal,Fay Inc
TN4450509740040740801155,565.35,deposit,Konopelski and Sons
SA57526G2086733E0B489580,195.96,withdrawal,Lowe  Klein and Kunde
GE76H15024701160040869,532.89,invoice,Schiller - Beatty
DO17LCVE00652008706007121486,607.09,payment,Boyle  Beahan and Stanton
SI97200740801356084,989.60,withdrawal,Raynor - Hermann
MC7500200700245726335X6GC71,632.16,withdrawal,Marvin - Runolfsson
IL564050350020840013089,388.91,deposit,Kunze  Yost and Abshire
FR35019447900924448U314FB05,648.43,deposit,Emmerich  Jakubowski and Cummerata
CY598004685992M906W16L3R0296,407.67,withdrawal,Johnston Inc
BG67FOIC200135E8962255,737.54,deposit,Kessler and Sons
JO43EXBG4379560126461239024038,269.15,payment,Frami and Sons
HU82339173346761600400210051,938.20,deposit,Feil - Eichmann
CZ1200600662850877800715,533.96,deposit,Mayer - O'Conner
